Age,Job_Title,Marital_Status,Education,Balance,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Sub_Num,y
44,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,management,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,housemaid,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,entrepreneur,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,entrepreneur,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,services,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,entrepreneur,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,services,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,entrepreneur,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
56,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
28,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,services,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
26,services,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,housemaid,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,self-employed,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,unemployed,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,admin.,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
56,services,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,unemployed,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
48,unemployed,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,housemaid,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,admin.,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,services,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,retired,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,housemaid,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,unemployed,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,entrepreneur,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,self-employed,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,self-employed,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,self-employed,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,services,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,retired,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,housemaid,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,self-employed,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,unknown,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,entrepreneur,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,retired,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,unknown,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
53,blue-collar,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,housemaid,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
60,blue-collar,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,housemaid,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,unknown,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,retired,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
53,blue-collar,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
57,housemaid,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
60,retired,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
56,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,housemaid,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,retired,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,blue-collar,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
54,services,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
60,retired,married,unknown,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,unknown,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,self-employed,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,admin.,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,housemaid,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,blue-collar,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
24,student,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
63,retired,married,primary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
69,retired,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,1,yes
53,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,1,yes
34,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,1,yes
32,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
48,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
60,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,technician,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
48,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,technician,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
40,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
53,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,technician,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,technician,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,technician,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,technician,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,management,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,management,divorced,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,married,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,management,single,secondary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
48,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
53,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,1,yes
46,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,1,yes
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
41,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
42,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
59,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
37,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
47,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
55,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
44,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
51,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
58,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
52,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
31,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
53,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
36,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
46,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
43,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
34,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
35,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
49,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
30,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
32,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
39,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
50,management,divorced,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
33,management,married,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
38,management,single,tertiary,0,,2,0,3,3,1,331,2.3333333333333335,Lost,0,no
45,management,divorced,tertiary,24598,,3,24598,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
34,entrepreneur,married,tertiary,10350,,3,10350,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
37,management,single,tertiary,23867,,3,23867,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
32,blue-collar,single,secondary,15341,,3,15341,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
28,technician,single,secondary,10865,,3,10865,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
55,management,married,tertiary,10065,,3,10065,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
28,admin.,married,secondary,22171,,3,22171,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
47,technician,married,primary,12531,,3,12531,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
57,technician,married,secondary,16063,,3,16063,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
49,entrepreneur,married,tertiary,18904,,3,18904,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
52,management,married,tertiary,19797,,3,19797,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
57,retired,married,secondary,12917,,3,12917,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
34,blue-collar,single,secondary,13683,,3,13683,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
36,blue-collar,married,secondary,16402,,3,16402,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
51,management,married,tertiary,21574,,3,21574,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
36,self-employed,married,tertiary,16430,,3,16430,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
44,technician,married,secondary,11016,,3,11016,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
48,admin.,married,secondary,13551,,3,13551,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
38,management,married,tertiary,12877,,3,12877,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
56,entrepreneur,divorced,tertiary,22946,,3,22946,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
37,blue-collar,married,secondary,10721,,3,10721,3,3,5,335,3.6666666666666665,Loyal Customers,0,no
